FID,tag,pipe_tag,pipe_year,date_repor,time_repor,reported_b,date_repai,time_start,time_compl,temperatur,address,pressure_z,direction_,surface_ab,traffic,pressure_c,chl_res_1_,pressure_1,chl_res_11,tallest_bu,special_se,size_of_ma,outside_di,depth_of_p,pipe_mater,type_of_jo,other_line,existing_b,descriptio,damaged_pa,deteriorat,type_of_fa,prev_leaks,number_of_,cause_of_b,remarks,repaired_o,method_of_,repairs_ma,comments,pres_ch_3_,chl_res_3_,pres_ch_31,chl_res_31,solution_s,trench_pum,pump_size_,line_flush,both_direc,abandoned,globalid
342,343,wp14864,2003,2018-10-26,1430,Apt Complex,2018-10-26,1500,2100,Mild (55°F-70°F),2313 South Rockport,Central,W to E,Paved,Light,0,0,90,2.1,2,No,6,6.9,84,Ductile Iron,Push-on/Slip,None,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,Yes,0,Ground Movement, ,Repaired, ,No, ,0,0,0,0,No,Yes,2,Yes,No,n,{7868A0DA-2B71-4A17-A3DA-3AEABE1467EE}
343,344,wp22143,1959,2018-10-30,530,Passer By,2018-10-30,800,1100,Cold (40°F-55°F),1303 Hancock St,Central,N to S,Lawn,Light,0,0,95,2.1,1,No,6,0,53,Cast Iron,Push-on/Slip,None,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,No,0,Temperature Changes, ,Repaired, ,No, ,0,0,97,2.1,No,Yes,2,Yes,No,n,{92B2E220-BFBE-4D8B-AAC5-9334287D2339}
344,345,s4863,1962,2018-11-03,1500,Passer By,2018-11-04,0,500,Cold (40°F-55°F),1412 N Jordan,East,E to W,Paved,Medium,0,0,90,1.8,3,No,6,0,36,Cast Iron,Push-on/Slip,"Cable, Gas", ,Water Main,Pipe Barrel,Outside,Blow Hole,No,0,Ground Movement, ,Repaired, ,No, ,0,0,90,1.8,No,Yes,4,Yes,No,n,{A017D3EE-D36D-4329-AF22-086A16AAED75}
345,346,r3844,1989,2018-11-04,500,Home Owner,2018-11-04,730,1200,Mild (55°F-70°F),2918 Emilie Ct,South,N to S,Paved,Light,87,2.2,0,0,1,No,8,9.05,52,Ductile Iron,Push-on/Slip,Gas,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,Yes,0,Ground Movement, ,Repaired, ,No, ,0,0,87,2.2,No,Yes,2,Yes,No,n,{DA1B61AB-3C52-482F-94F2-DB9B2AB06803}
346,347,q3954,1965,2018-11-12,1530,Citizen,2018-10-12,1730,2145,Cold (40°F-55°F),110 Sunny Slopes Dr,Central,Loop,Paved,Medium,0,0,65,1.76,1, ,4,4.8,36,Cast Iron, ,None,Native Soils,Water Main,Pipe Barrel,Outside,Circumferential,Yes,0,"Ground Movement, Beam Break", ,Repaired, ,Yes, ,0,0,65,1.76,No,Yes,2,No, ,n,{ABAED957-291A-46AC-8F15-C7709E92E91C}
347,348,p48111,1954,2018-11-18,2045,Control,,2045,1330,Below Freezing (<30°F),525 W 17th St,South,E to W,Paved,Medium,0,0,0,0,2,No,16,0,48,Cast Iron,Push-on/Slip,None,Native Soils,Water Main,Pipe Barrel, ,Longitudinal Split,Yes,0, , ,Replaced, ,No, ,0,0,0,0,Yes,Yes,4,Yes,No,n,{D69E393E-084B-40DA-A679-A25D28D7486D}
348,349,s4218,1983,2018-11-23,1800,Customer,2018-11-24,955,1215,Cold (40°F-55°F),1516 E Dorchester Dr,Central,Loop,Paved,Light,48,1.9,0,0,2,Yes,6,0,48,Ductile Iron,Not Uncovered,None,Native Soils,Water Main,Pipe Barrel,Both,Circumferential,No,0,Ground Movement, ,Repaired, ,Yes, ,48,1.9,0,0,No,Yes,4,No, ,n,{F9A0B4CE-CE74-4CD6-BD44-BB5381F9264F}
349,350,p5119,1961,2018-11-26,730,Home Owner,2018-11-26,900,1300,Below Freezing (<30°F),3261 O'Brien Pl,Dogwood,W to E,Paved,Light,43,1.8,0,0,2,No,6,0,48,Cast Iron,Push-on/Slip,Gas,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,No,0,Temperature Changes, ,Repaired, ,No, ,43,0,0,0,No,Yes,2,Yes,No,n,{D15BC0A2-0599-4027-BEA7-50977FA60E33}
350,351,u4649,1957,2018-11-29,1130,Home Owner,2018-11-29,1430,1730,Cold (40°F-55°F),702 Grandview Dr, ,Loop,Paved,Light,0,0,0,0,1,No,6,6.9,48,Cast Iron,Push-on/Slip,None,Native Soils,Water Main,Pipe Barrel,Both,Circumferential, ,0,Beam Break, ,Repaired, ,Yes, ,0,0,0,0,No,Yes,2,No, ,n,{72C03983-C48D-476A-888F-F1B251125E85}
351,352,q5414,1965,2018-12-11,1130,Public,2018-12-11,1200,1430,Cold (40°F-55°F),501 Audubon,IU, ,Paved, ,88,2.1,0,0,2,No,6,6.9,0,Cast Iron, ,None, ,Water Main,Pipe Barrel,Outside,Blow Hole,Yes,0,Temperature Changes, ,Repaired, ,Yes, ,88,2.1,0,0,No,Yes,2,Yes, ,n,{6F200508-2A78-44BE-988B-1765E31FF1B3}
352,353,t4368,1970,2018-12-12,1830,Public,2018-12-13,830,1200,Freezing (30°F-39°F),2901 S Auto Mall Rd,Central,W to E,Paved, ,0,0,0,0,2,No,2,0,0,Galvanized,Push-on/Slip,None,Gravel/Sand,Service Lateral,Pipe Barrel,Outside, ,No,0,Temperature Changes, ,Repaired, ,Yes, ,0,0,0,0,No,Yes,2,No,No,n,{E53776E4-8EB3-4F6E-B056-2A7C0AB75DD4}
353,354,s4134,1970,2018-12-17,1500,Control,2018-12-17,1500,1750,Cold (40°F-55°F),2113 S Georgetown Rd,Central,N to S,Paved,Light,0,0,0,2.2,2,No,6,6.9,53,Cast Iron,Push-on/Slip,Sewer,Native Soils,Water Main,Pipe Barrel,Outside,Blow Hole,No,0,Defect in Pipe, ,Repaired, ,No,5 psi,0,0,74,2.2,No,Yes,2,Yes,No,n,{2995B377-84C1-44D2-83DB-6DA7AE7364FE}
354,355,wp34021,1971,2018-12-22,1800,Citizen,2018-12-24,830,1300,Cold (40°F-55°F),181 E Ellis,Central,W to E,Paved,Medium,130,2,138,1.98,1,No,6,6.9,48,Cast Iron,Push-on/Slip,Cable,Gravel/Sand,Water Main,Pipe Barrel,Both,Blow Hole,No,0,Damaged When Installed, ,Repaired, ,No,Cut and cap 2' west of new tap to south,130,2.2,140,2,Yes,Yes,2,Yes,Yes,n,{E541FE80-C275-460B-BFBE-7B069823CD5C}
355,356,t4183,1983,2018-12-23,2000,Control,2018-12-24,0,200,Below Freezing (<30°F),2698 S McCartney Ln,Central,N to S,Paved,Light,90,0,94,0,1,No,6,6.9,72,Ductile Iron,Push-on/Slip,Gas,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,Yes,0,Defect in Pipe, ,Repaired, ,No,Maintained 12 psi during repair,94,0,0,0,No,Yes,4, , ,n,{072634DA-5D59-49B3-87A4-89A619BD2C38}
356,357,wp22309,1996,2018-12-26,1800,Citizen,2018-12-26,830,1330,Cold (40°F-55°F),500 S Liberty Dr,West,E to W,Paved,Light,0,0,69,1.58,1,No,6,6.9,76,Ductile Iron,Push-on/Slip,None,Gravel/Sand,Water Main,Pipe Barrel,Both,Blow Hole,No,0,Defect in Pipe, ,Repaired, ,No,Reduced pressure,0,0,69,1.57,No,Yes,4,Yes,No,n,{E373FD87-B302-4715-B72A-B6E4DD462826}
357,358,s3925,1987,2018-12-27,1900,Citizen,2018-12-27,2100,100,Mild (55°F-70°F),2344 E Linden Hill,Central,Loop,Lawn, ,0,0,0,0,2,No,6,6.9,50,Ductile Iron,Push-on/Slip,Gas,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,Yes,0,Defect in Pipe, ,Repaired, ,No,Water causing damage,84,1.94,0,0,No,Yes,2,Yes,No,y,{7433240B-1ACB-42B8-A3F8-1EC4173255EB}
358,359,wp28489,2013,2018-12-28,730,Home Owner,2018-12-28,800,1030,Cold (40°F-55°F),2516 Roundhill Ct,South,W to E,Paved,Light,0,0,50,1.7,2,No,6,0,36,Ductile Iron,Push-on/Slip,None,Gravel/Sand,Water Main,Pipe Barrel,Outside,Longitudinal Split,Yes,0,Temperature Changes, ,Repaired, ,No, ,0,0,89,1.7,No,Yes,2,Yes,No,n,{FB49966B-1510-4473-8933-AC51D382EE04}
359,360,s3974,1987,2018-12-29,700,Citizen,2018-12-29,900,1200,Cold (40°F-55°F),2300 E Linden Hill,Central,Loop,Paved,Medium,0,0,84,1.95,2,No,6,6.9,64,Ductile Iron,Push-on/Slip,None,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,No,0,Defect in Pipe, ,Repaired, ,No, ,84,1.94,0,0,No,Yes,4,No,No,y,{3F49FCBA-77CF-4A3F-9B98-EC34B8ECC461}
360,361,wp3249,1985,2019-05-25,1430,Dave,2019-05-25,1430,2230, ,N. Woodbridge, ,S to N,Paved,Heavy,0,2.7,0,0,2,No,8,0,48,CI or DI,Push-on/Slip,"Sewer, Abandoned", ,Water Main,Pipe Barrel, , ,N,0, , ,Repaired,Leak Clamp,No, ,0,0,0,0,Y,No, ,Y,N,n,{E56DF652-F647-419E-8F75-C13D1E8B0F40}
361,362,s42160,1960,2019-05-09,730,Citizen,2019-05-09,800,1130,Mild (55-70),1900 E. Windsor,Central,Loop,Paved,Light,0,0,77,2,2,N,6,0,48,Cast Iron,Push-on/Slip, ,Gravel/Sand,Water Main,Pipe Barrel,Both,Blow Hole,Y,0,Defect in Pipe, ,Repaired,Leak Clamp,No, ,0,0,77,2,N,Yes,2,Y,Y,n,{4206A661-243D-49CD-AA36-5BB7449BD9F1}
362,363,wp18088,2004,2019-05-14,1530,Control,2019-05-14,1730,2130,Mild (55-70),4999 Bedrock,West, ,Vacant Lot, ,65,0,0,0,1,N,12,0,0,Ductile Iron,DI, ,Gravel/Sand,Service Lateral,Other, , ,N,0,Contractor,Short Properties,Repaired,Other,No, ,0,0,0,0,N,Yes,2,Y,N,n,{3002B0E6-3D10-4220-9885-6BF9715A2BE8}
363,364,wp7435,1998,2019-04-23,1515,Operator,2019-04-23,1515,2000,Mild (55-70),Smith Rd. & E. 10th St.,Central,W to E,Lawn,Heavy,0,0,0,0,2,N,12,12.75,43,Ductile Iron,Push-on/Slip, ,Gravel/Sand,Water Main,Pipe Barrel, ,Blow Hole,N,0, , ,Repaired,Leak Clamp,No,Throttled down during repair,0,0,0,0, ,Yes,2,N, ,n,{99F37868-ABA7-440B-A698-E84B89F837C4}
364,365,p47147,1954,2019-05-17,1130,Customer,2019-05-17,1330,1900,Hot (70 and above),15th & Jackson,Central,Loop,Paved,Light,40,0,0,0,1,Y,6,0,42,Cast Iron, ,Gas,Gravel/Sand,Water Main,Pipe Barrel,Both,Blow Hole,N,0,Defect in Pipe,1954 Cast Iron,Repaired,Leak Clamp,No,"8"", 15"", 30"" clamps",52,0,0,0, ,Yes,"2, 4", , ,n,{52FF0332-BD98-4869-A9F7-3AC9EF601B9A}
365,366,t4249,1984,2019-05-16,830,Citizen,2019-05-16,930,1430,Mild (55-70),2812 E. Winston,Central,Loop,Gravel,Medium,0,0,0,0,2,N,12,13.2,48,Ductile Iron,Push-on/Slip, ,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,N,0,Defect in Pipe, ,Repaired, ,No, ,72,1.24,82,1.29,N,Yes,4,Y,Y,n,{8454045C-40B4-46E9-A30A-36A1976CDAB0}
366,367,wp734,1993,2019-05-10,2000,Customer,2019-05-11,0,300,Cold (40-54),3013 E. Daniel St.,Central,Loop,Lawn,Light,77,3.4,80,3.1,2,Y,8,0,96,Ductile Iron,Push-on/Slip,Sewer,Gravel/Sand,Water Main,Pipe Barrel,Both,Blow Hole,Y,0,Defect in Pipe,"Junk Pipe,DI",Repaired,Leak Clamp,No, ,80,3.4,80,3.4, ,Yes,"2, 4", , ,n,{96868456-4DED-40AB-8340-C18693399480}
367,368,wp19593,1981,2019-04-24,700,Public,2019-04-25,730,1730,Mild (55-70),1321 S. College Mall Rd.,East,W to E,Paved,Light,0,0,70,1.9,2,N,8,0,48,Ductile Iron,Mechanical Joint,Electric,Gravel/Sand,Water Main,Pipe Barrel,Both,Blow Hole,N,0,Defect in Pipe, ,Repaired,Leak Clamp,No, ,0,0,71,1.9,N,Yes,4,Y,Y,n,{AA3FF97F-C1DC-4B38-9181-C030BFA101BD}
368,369,wp13294,2001,2019-05-30,1330,Justin,2019-05-30,2200,230,Mild (55-70),1351 College Mall Rd.,Central,Loop,Paved,None,78,1.8,0,0,2,N,8,0,48,SDR-21 PR200,Push-on/Slip,Electric, ,Water Main,Pipe Barrel,Both, ,Y,3,Defect in Pipe, ,Replaced, ,No,Replace all clamps with Pipe,78,1.8,0,0,N,Yes,4,Y,Y,n,{A486A4F9-33CF-4295-AE7B-4E4324D93525}
369,370,s3922,1987,2019-05-15,1600,Control,2019-05-15,180,2230,Mild (55-70),2340 E. Linden Hill DR, , ,Lawn,None,90,0,0,0,1,N,6,0,72,Ductile Iron, ,None,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,Y,1,Defect in Pipe, ,Repaired,Leak Clamp,No, ,0,0,0,0,N,Yes,2,Y,N,y,{DCF1FA18-4383-4797-B522-329FD29AA19D}
370,371,q3914,1965,2019-04-26,1430,Office,2019-04-26,1430,1830,Mild (55-70),101 E. Ridgeview,Central,W to E,Paved,Light,0,0,0,0,2, ,6,6.9,22,Cast Iron,Push-on/Slip,None,Gravel/Sand,Water Main,Pipe Barrel,Outside,Longitudinal Split,N,0, , ,Replaced, ,No,"Replace section of pipe. 52"""" W/DIP & Couplings",0,0,0,0,N,Yes,2,Y,N,n,{B4EF6D2B-BFC6-4A5B-9E56-8F174354770F}
371,372,s40105,1968,2019-03-18,1700,Police,2019-03-18,1900,500,Mild (55-70),1719 E. Winslow Rd.,Central,Loop,Paved,Light,80,1.9,68,1.92,1,No,8,0,53,Cast Iron, , ,Native Soils,Water Main,36000,Both,Longitudinal Split,Y,0,Defect in Pipe, ,Repaired/Replaced,8' of pipe Sleeved in,No, ,84,1.42,74,1.95,Y,Yes,2,Y, ,n,{5E5977ED-B671-457B-8841-7E76FE9B0EFA}
372,373,r42146,1985,2019-04-15,1550,Public,2019-04-15,1645,2000,Cold (40-54),1520 S. Highland Ave,Central,W to E,Paved,Medium,0,0,57,1.8,2,No,6,0,36,Ductile Iron,Push-on/Slip,None,Gravel/Sand,Water Main,Pipe Barrel,Both,Blow Hole,N,0,Defect in Pipe, ,Repaired,Leak Clamp,No, ,0,0,58,1.8,N,Yes,4,Y,N,n,{3977628D-BAB5-467D-98A8-A109740E75D2}
373,374,wp5106,1986,2019-03-20,1800,Renter,2019-03-21,730,1500,Freezing (30-39),309 S. Union,IU,N to S,Lawn,Light,90,1.9,0,0,2,No,2,0,0,SDR-21 PR200,Push-on/Slip,None,Gravel/Sand,Water Main,36000,Outside,Circumferential,N,0,Temperature Changes, ,Repaired,Leak Clamp, , ,90,1.8,0,0,N,Yes,2,Y,N,n,{35C53781-B2E7-4DF5-A7ED-7BB926103956}
374,375,wp2501,1987,2019-03-22,1200,Homeowner,2019-03-22,1230,1500,Cold (40-54),the Stands Dr. / Ashwood Dr.,Central,N to S,Lawn,Light,0,0,82,1.8,2,N,12,0,48,Ductile Iron,Push-on/Slip,None,Gravel/Sand,Water main,Pipe Barrel,Both,Blow Hole,Y,0,Defect in Pipe, ,Repaired,Leak Clamp,No, ,0,0,83,1.8,N,Yes,4,Y,Y,n,{D609295E-731D-409F-9432-1D8A7830165B}
375,376,q4962,1960,2019-03-18,600,Citizen,2019-03-18,800,1100,Cold (40-54),2201 N. Fritz Dr.,Central,Loop,Paved,Light,84,1.92,84,1.9,1,N,6,6.9,48,Cast Iron, , ,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,Y,0,Defect in Pipe, ,Repaired,Leak Clamp,No, ,87,1.92,86,1.93,N,Yes,2,Y, ,n,{F99629D6-4F97-4839-BC4A-50EF41B8AE22}
376,377,wp24451,1987,2019-03-14,1800,HOA,2019-03-15,730,1300,Freezing (30-39),3148 Cuffers Dr.,Central,Loop,Paved,Light,89,2,0,0,2,N,6,0,96,Ductile Iron,Push-on/Slip,N,Gravel/Sand,Water Main,Pipe Barrel,Both,Blow Hole,N,0,Defect in Pipe, ,Repaired,Leak Clamp,No, ,89,2,0,0,N,Yes,2,Y,N,n,{CD117B2A-F532-4F0C-9546-F57A6BE31097}
377,378,s3925,1987,2019-03-31,1830,Customer,2019-03-31,2000,1159,Freezing (30-39),2344 E. Linden Hill Dr.,Central,Loop,Paved,Light,70,2.6,0,0,2,Y,6,0,60,Ductile Iron,Not Uncovered,Abandoned/Cable,Gravel/Sand,Water Main,Pipe Barrel,Both,Blow Hole,Y,2,Defect in Pipe,DIP Junk,Repaired,Leak Clamp,No,Turned Off,70,0,0,0, ,Yes,"2, 4", , ,y,{FE63500A-A8D7-4E83-9067-297F53D6F240}
378,379,wp8765,1988,2019-03-31,730,Customer,2019-03-31,900,1245,Freezing (30-39),Autumn Dr. & Autumn Ct.,Central,E to W, ,Light,50,2.2,0,0,2,Yes,6,0,78,Ductile Iron, ,N,Gravel/Sand,Water Main,Pipe Barrel,Both,Blow Hole,N,0,Defect in Pipe,DIP is the Problem.  -a wise guy,Repaired,Leak Clamp,No,Turned Off,70,0,0,0, ,Yes,"2, 4", , ,n,{45D9BAA3-686A-4302-93DA-3AC738AF35EA}
379,380,u45100,1959,2019-02-02,530,Control,2019-02-02,530,1200,Freezing (30-39),3606 S. Morningside Dr.,Central,W to E,Lawn,Light,0,0,40,2.2,2,N,6,6.9,48,Cast Iron,Push-on/Slip, ,Native Soils,Water Main,Pipe Barrel, ,Blow Hole,Y,0,Undetermined, ,Repaired,Leak Clamp,No, ,0,0,52,2.2,N,Yes,4, , ,n,{B1B7EE3D-6623-428D-9DB7-0F2482DCFFE3}
380,381, ,0,2019-03-05,2315,Maintenance,2019-03-06,730,1100,Below Freezing (0-29),619 W. 1st,Central, , , ,0,0,0,0,5,N,0,0,0, , , , ,Service Lateral,Pipe Barrel,Outside, , ,0,Improper Bedding,Sand caused nipple to have pinhole,Repaired,Leak Clamp, , ,0,0,0,0, ,Yes,1,N, ,n,{BDCDB66E-6FCC-4AC9-9E79-FE39C7A0D69E}
381,382, ,0,2019-02-26,1130,Phil Oakley,2019-02-27,730,1200,Freezing (30-39),1006 W. 10th St., ,W to E,Lawn,Light,0,0,0,0,1,N,0,0,0, , , ,Native Soils,Service Lateral,Other,Outside, , ,0,Ground Movement, ,Replaced, , , ,0,0,0,0,N,Yes,1, , ,n,{4502D9B5-5243-4B7F-94FE-652458DAD4C2}
382,383,l453,1962,2019-03-06,1200,Street Dept,2019-03-06,1400,2000,Below Freezing (0-29),Intersection S. Hickory Dr/ Belle Ave,West,W to E,Paved,Light,92,1.25,0,0,1,No,6,0,42,Cast Iron, , ,Gravel/Sand,Water Main,Pipe Barrel,Outside,Circumferential,N,0,Temperature Changes, ,Repaired,Leak Clamp,No, ,95,1.75,0,0,N,Yes,2,Y,N,n,{92783981-FC1E-4BCF-8A2A-057133308418}
383,384,r42146,1985,2019-06-01,1000,BPD,2019-06-01,1230,1800,Hot,1604 S. Highland,Central,N to S,Paved,Light,90,1.9,0,0,2,No,6,0,36,Ductile Iron,Push-on/Slip, ,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,Y,0,Defect in Pipe, ,Repaired,Leak Clamp,No, ,90,1.9,0,0,N,Yes,2,Y,N,n,{3444B7BD-BBA6-4B2F-83A6-4ABAB60CB1DF}
384,385,s42191,1960,2019-02-13,730,Home owner,2019-02-25,730,1130,Freezing (30-39),1711 E. Windsor Dr.,Central,E to W,Paved,Light,0,0,90,1.8,1,N,6,0,48,Cast Iron,Push-on/Slip, ,Native Soils,Water Main,Pipe Barrel,Outside,Blow Hole,N,0,Ground movement, ,Repaired,Leak Clamp, , ,0,0,90,1.8,N,Yes,2,Y,N,n,{CC99807D-0D87-4E98-83DA-A971736BF2B2}
385,386,s4033,1983,2019-03-04,30,Passer By,2019-03-04,0,1330,Below Freezing,Rogers/High Street Round About,Central,E to W,Gravel,None,0,0,0,0,2,N,12,0,36,Ductile Iron,Push-on/Slip,Storm,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,Y,0,Temperature Changes, ,Repaired,Leak Clamp,No,Main Shut off due to water loss,0,0,0,0,N,Yes,"2,4",Y,N,n,{04360809-CEB8-4F4D-9F7F-E4DD25F110EB}
386,387,wp1131,1994,2019-06-29,1400,Homeowner,2019-06-29,1830,2200,Hot,409 Laurelwood Dr., , ,Paved,Light,82,0,0,0,2,N,6,0,53,Ductile Iron,Push-on/Slip,Water Main,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,N,0,Defect in pipe, ,Repaired,Leak Clamp,No, ,83,0,0,0,N,Yes,4,Y,N,n,{5C731AA5-6754-443B-BA94-E4A2DA1D701A}
387,388,p47168,1954,2019-06-23,1815,Customer,2019-06-23,2030,2240,Hot,905 N. Maple St.,Central,Loop,Paved,Light,0,0,28,2.7,1,Y,8,0,48,Cast Iron, , ,Native Soils,Water main,Pipe Barrel,Both,Circumferential,N,0,Ground Movement/Water Hammer,?,Repaired,Leak Clamp,No, ,0,0,36,2.7, ,Yes,4, , ,n,{5C45D0D8-72E1-4409-A371-9CBF528A7F69}
388,389,q45321,1910,2019-06-14,430,Citizen,2019-06-14,730,1030,Mild,428 E. 6th,Central,Loop,Paved,Medium,90,1.9,0,0,4,N,8,0,48,CI-lead joint,Lead, , ,Water main,Pipe Barrel,Both,Longitudinal Split,N,0,Temperature Changes, ,Replaced,New Section of Pipe,No, ,90,1.9,0,0,N,Yes,2,Y,N,n,{481A981E-8937-42FE-A0E1-51DEBF7D183A}
389,390,p4133,1982,2019-06-17,1700,Customer,2019-06-18,2300,100,Hot,705 W. Coolage, ,Loop,Paved,Light,60,0,0,0,1,Y,6,0,48,Ductile Iron,Not Uncovered,"Live Water, Abandoned",Gravel/Sand,Water main,Pipe Barrel,Both,Blow Hole,N,0,Defect in pipe,DIP,Repaired,Leak Clamp, ,NEEDS REPLACED,73,0,0,0, ,Yes,"2, 4, Vactor", , ,n,{814698C0-FAFB-46D0-8BED-33EE68B0FD5D}
390,391,r4231,1980,2019-06-18,1200, ,2019-06-18,1300,1730,Hot,1508 S. Maxwell St., , ,Paved,Light,0,0,0,0,1,N,6,0,48,Ductile Iron,Push-on/Slip, ,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,N,0,Defect in pipe, ,Replaced, ,No, ,0,0,0,0,N,Yes,2,Y,N,n,{E103189E-0504-4603-85F3-D2CB13E9D858}
391,392,wp3321,1995,2019-06-18,900, ,2019-06-18,1100,1200,Hot,Emery Ct., , ,Paved,Light,78,0,0,0,2,N,8,0,48,Ductile Iron,Push-on/Slip, ,Gravel/Sand,Water main,Pipe Barrel,Outside,Blow Hole,N,0,Defect in pipe, ,Repaired,Leak Clamp,No, ,78,0,0,0,N,Yes,2,Y,N,n,{F603DF2F-3320-4312-BAC8-8384341B2ADC}
392,393,s4155,1971,2019-06-17,1600,Customer,2019-06-17,1900,2045, ,2128 E. Meadowbluff Ct., ,W to E,Paved,Light,54,3.2,0,0,2,Y,4,0,36,Cast Iron,Not Uncovered,Gas,Gravel/Sand,Water Main,Pipe Barrel,Both,Blow Hole,Y,0,"Ground Movement, Water Hammer", ,Repaired,Leak Clamp,No, ,86,3.2,0,0, ,Yes,"2, 4, Vactor", , ,n,{AFA75BD9-201F-47B8-AAAD-1D8DCC0F4023}
393,394,r4479,1927,2019-06-16,1230,Citizen,2019-06-16,1700,2030,Hot,812 S. park,Central,Loop,Paved,Medium,60,1.74,0,0,1,N,6,6.9,40,CI-lead joint,Push-on/Slip,Sewer,Native Soils,Water main,Pipe Barrel,Both,Blow Hole,N,0,Defect in pipe, ,Repaired,Leak Clamp,No, ,70,1.78,0,0,N,Yes,"2, 4",N, ,n,{2729FC9D-6A3F-4536-BAC7-985E1203ACAD}
394,395,s4060,1968,2019-06-15,2100,police,2019-06-15,2215,230,Hot,1911 E. Winslow,Central,Loop,Paved,Light,0,0,0,0,2,N,8,9.3,53,Cast Iron,Push-on/Slip, ,Native Soils,Water main,Pipe Barrel,Both,Longitudinal Split,Y,0,Ground Movement, ,Replaced,"98"" Sleeved in",No, ,85,0.98,87,1.02,Y,Yes,2,Y,N,n,{B87363B2-D741-40A4-86E0-2D51D581268F}
395,396,r424,1980,2019-06-02,1000,Citizen,2019-06-02,1200,0,Hot,1818 S. maxwell,Central,Loop,Lawn,Light,0,0,85,2.1,2,N,6,0,48,Ductile Iron,Push-on/Slip, ,Gravel/Sand,Water Main,Pipe Barrel,Both,Blow Hole,Y,0,Defect in pipe, ,"Repaired, Replaced","Leak Clamp, New Section of Pipe",No, ,0,0,85,2.1,N,Yes,2,Y,N,n,{6B1A54D4-69E2-4D2B-AA97-EFF4C9B7C209}
396,397, ,1976,2019-06-17,1800,Customer,2019-06-18,130,300,Hot,1338 E. Browning Ct.,Central,E to W,Paved,Light,50,0,0,0,2,They did not show up,6,0,40,Cast Iron,Not Uncovered,Gas,Native Soils,Water main,Pipe Barrel,Both,Blow Hole,N,0,?, ,Repaired,Leak Clamp, , ,76,0,0,0, ,Yes,"4, Vactor", , ,n,{17F7E456-AC7A-400F-8475-AF1BE089CA7A}
397,398,u4117,1992,2019-07-16,1400,Control,2019-07-16,1400,2000,Hot,2805 S. Kings Ct,Central,S to N,Paved, ,60,0,0,0,2,N,6,6.9,66,Ductile Iron,Push-on/Slip,None,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,N,0,Defect in Pipe, ,Repaired,Leak Clamp,No,15PSI,67,0,0,0,N,Yes,"2, 4",N, ,n,{CA2BDFE8-1941-4117-9069-F081FCD9D35B}
398,399,q45265,1973,2019-07-21,1910,Control,2019-07-22,1910,520,Hot,Intersection of E. Kirkwood and Washington St.,Central,S to N,Paved,Medium,0,0,0,0,3,No,8,0,0,Cast Iron,Push-on/Slip,"Storm, Abandoned",Native Soils,Water Main,Pipe Barrel, ,Longitudinal Split,N,0,Unknown, ,Replaced, ,No, ,80,2.2,0,0,N,Yes,4,Y,N,n,{7184B015-70D4-4946-8AEB-6565EDA5F057}
399,400,s3939,1989,2019-07-22,900,Home Owner,2019-07-22,1100,1300,Hot,3500 Ashwood Dr.,Central,Other,Lawn,Light,85,2,0,0,2,N,6,0,48,Ductile Iron,Push-on/Slip,None,Gravel/Sand,Water Main,Pipe Barrel,Both,Blow Hole,N,0,Temperature Changes, ,Repaired,Leak Clamp, , ,85,2,0,0,N,Yes,2,Y,N,n,{3D91087B-E978-4B0A-BB08-69EA910832B5}
400,401,t4257,1983,2019-01-02,600,Customer,2019-01-02,730,1430, ,2670 Mcartney Lane,Central, ,Paved,Heavy,86,2.2,86,2.2,2,N,6,6.9,48,Ductile Iron,Push-on/Slip,N,Gravel/Sand,Water Main,Pipe Barrel,Both,Blow Hole,N,0,Defect in Pipe, ,Replaced, ,No, ,0,0,0,0,Y,Yes,4,Y,N,n,{44EBE33A-F4B6-4880-AE14-F0660BFD9755}
401,402,s4356,1986,2019-01-10,1000,BPD,2019-01-10,1030,1230, ,1316 Viva Dr.,Central,W to E,Lawn,Light,89,1.9,0,0,1,N,8,9.05,48,Ductile Iron,Push-on/Slip,N,Gravel/Sand, ,Pipe Barrel,Outside,Blow Hole,N,0,Temperature Change, ,Repaired,Leak Clamp,No, ,90,1.9,0,0,N,Yes,2,Y,N,n,{C7355445-09DE-4F42-A48A-AC0CC3AB91B0}
